Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany
32,0,Travel_Rarely,604,Sales,8,3,Medical,1,1304,3,Male,2,Sales Executive,4,Married,6209,3,10,4,4,10
36,0,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,1312,4,Female,3,Healthcare Representative,3,Married,7094,3,10,0,3,7
52,1,Travel_Rarely,1030,Sales,5,3,Life Sciences,1,1319,2,Male,3,Sales Executive,2,Single,8446,3,10,2,2,8
39,0,Travel_Rarely,524,Research & Development,18,2,Life Sciences,1,1322,1,Male,2,Manufacturing Director,3,Single,4534,3,9,6,3,8
34,0,Travel_Rarely,943,Research & Development,9,3,Life Sciences,1,1344,4,Male,3,Healthcare Representative,4,Divorced,8500,3,10,0,2,9
38,0,Travel_Rarely,1009,Sales,2,2,Life Sciences,1,1355,2,Female,2,Sales Executive,1,Divorced,6893,3,11,3,3,7
36,0,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,1,Female,2,Sales Executive,1,Married,4639,3,17,2,2,15
35,0,Travel_Rarely,817,Research & Development,1,3,Medical,1,1369,4,Female,2,Laboratory Technician,4,Married,5363,3,10,0,3,9
55,1,Travel_Rarely,267,Sales,13,4,Marketing,1,1372,1,Male,4,Sales Executive,3,Single,13695,3,24,2,2,19
34,0,Travel_Rarely,285,Research & Development,29,3,Medical,1,1377,2,Male,2,Laboratory Technician,3,Married,5429,3,10,1,3,8
43,0,Travel_Rarely,930,Research & Development,6,3,Medical,1,1402,1,Female,2,Research Scientist,3,Single,4081,3,20,3,1,20
42,0,Travel_Rarely,1147,Human Resources,10,3,Human Resources,1,1408,3,Female,4,Manager,1,Married,16799,3,21,5,3,20
26,0,Travel_Rarely,652,Research & Development,7,3,Other,1,1417,3,Male,1,Laboratory Technician,1,Single,3578,3,8,2,3,7
29,1,Travel_Frequently,337,Research & Development,14,1,Other,1,1421,3,Female,3,Healthcare Representative,4,Single,7553,3,9,1,3,8
54,0,Travel_Rarely,971,Research & Development,1,3,Medical,1,1422,4,Female,4,Research Director,4,Single,17328,3,29,3,2,20
55,0,Travel_Rarely,1136,Research & Development,1,4,Medical,1,1424,2,Male,4,Research Director,4,Divorced,14732,3,31,4,4,7
40,0,Non-Travel,663,Research & Development,9,4,Other,1,1449,3,Male,2,Laboratory Technician,3,Divorced,3975,3,11,2,4,8
31,0,Travel_Rarely,326,Sales,8,2,Life Sciences,1,1453,1,Male,3,Sales Executive,4,Divorced,10793,3,13,5,3,13
46,1,Travel_Rarely,377,Sales,9,3,Marketing,1,1457,1,Male,3,Sales Executive,4,Divorced,10096,3,28,1,4,7
45,0,Travel_Rarely,1038,Research & Development,20,3,Medical,1,1460,2,Male,3,Healthcare Representative,1,Divorced,10851,3,24,2,3,7
49,0,Travel_Rarely,1490,Research & Development,7,4,Life Sciences,1,1484,3,Male,3,Healthcare Representative,2,Divorced,10466,3,29,3,3,8
29,0,Travel_Rarely,1246,Sales,19,3,Life Sciences,1,1497,3,Male,2,Sales Executive,3,Divorced,8620,3,10,3,3,10
29,1,Travel_Rarely,224,Research & Development,1,4,Technical Degree,1,1522,1,Male,1,Research Scientist,1,Single,2362,3,11,2,1,9
29,0,Travel_Rarely,441,Research & Development,8,1,Other,1,1544,3,Female,2,Healthcare Representative,1,Married,9715,3,9,3,3,7
40,0,Travel_Rarely,898,Human Resources,6,2,Medical,1,1550,3,Male,4,Manager,4,Single,16437,4,21,2,3,21
48,0,Travel_Rarely,492,Sales,16,4,Life Sciences,1,1557,3,Female,2,Sales Executive,3,Divorced,6439,3,18,2,3,8
53,1,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1,1572,3,Female,3,Manufacturing Director,4,Married,10169,3,34,4,3,33
44,0,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1608,2,Female,5,Research Director,4,Divorced,19049,3,23,4,2,22
45,0,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1611,3,Female,2,Laboratory Technician,1,Single,5769,3,10,3,3,10
45,0,Non-Travel,336,Sales,26,3,Marketing,1,1612,1,Male,2,Sales Executive,1,Married,4385,3,10,2,3,10
34,0,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,1615,3,Male,2,Manufacturing Director,4,Divorced,4724,3,9,3,3,9
39,0,Travel_Rarely,1387,Research & Development,10,5,Medical,1,1618,2,Male,2,Manufacturing Director,1,Married,5377,3,10,3,3,7
27,0,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,4,Male,1,Laboratory Technician,1,Divorced,4066,3,7,3,3,7
45,0,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,2,Manufacturing Director,4,Divorced,5770,3,10,3,3,10
44,0,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,2,Human Resources,4,Married,5743,3,14,3,3,10
25,0,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,Male,2,Manufacturing Director,3,Divorced,5206,3,7,6,3,7
49,0,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,4,Manager,3,Single,15379,3,23,2,3,8
48,1,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,1,Sales Representative,3,Married,2655,3,19,3,3,9
26,0,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,1,Laboratory Technician,4,Single,2570,4,7,5,3,7
44,0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,3,Healthcare Representative,4,Married,7879,3,9,2,3,8
36,0,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,2,Sales Representative,4,Single,4502,3,17,2,2,13
46,0,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,2,Healthcare Representative,2,Single,5562,3,19,3,3,10
35,0,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,2,Manufacturing Director,3,Married,6883,3,17,3,3,7
30,0,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,1,Research Scientist,1,Single,4968,3,10,2,3,9
30,0,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,3,Sales Executive,1,Divorced,7140,3,12,2,3,7
33,0,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,2,Sales Executive,2,Single,5147,3,13,2,2,11
32,0,Non-Travel,953,Research & Development,5,4,Technical Degree,1,1764,2,Male,1,Research Scientist,2,Single,2718,3,12,3,3,7
43,0,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,1778,2,Male,1,Human Resources,4,Single,3539,3,10,5,3,9
31,0,Travel_Rarely,196,Sales,29,4,Marketing,1,1784,1,Female,2,Sales Executive,4,Married,5468,3,13,3,3,12
35,1,Travel_Rarely,303,Sales,27,3,Life Sciences,1,1797,3,Male,2,Sales Executive,4,Single,5813,3,10,2,3,10
35,0,Non-Travel,1180,Research & Development,2,2,Medical,1,1804,2,Male,2,Manufacturing Director,4,Divorced,5762,3,15,6,3,7
30,0,Travel_Rarely,1092,Research & Development,10,3,Medical,1,1816,1,Female,3,Manufacturing Director,3,Single,9667,3,9,3,3,7
46,1,Travel_Rarely,261,Research & Development,21,2,Medical,1,1821,4,Female,2,Healthcare Representative,2,Married,8926,4,13,2,4,9
45,0,Non-Travel,589,Sales,2,4,Life Sciences,1,1845,3,Female,2,Sales Executive,3,Married,5154,4,10,3,4,8
43,0,Travel_Frequently,1422,Sales,2,4,Life Sciences,1,1849,1,Male,2,Sales Executive,4,Married,5675,4,7,5,3,7
46,1,Travel_Rarely,1254,Sales,10,3,Life Sciences,1,1869,3,Female,3,Sales Executive,2,Married,7314,4,14,2,3,8
40,0,Travel_Rarely,1137,Research & Development,1,4,Life Sciences,1,1892,1,Male,4,Manager,1,Divorced,16823,3,22,3,3,19
27,0,Travel_Rarely,511,Sales,2,2,Medical,1,1898,1,Female,2,Sales Executive,3,Single,6500,3,9,5,2,8
42,0,Travel_Rarely,1396,Research & Development,6,3,Medical,1,1911,3,Male,3,Research Director,1,Married,13348,3,18,3,4,13
26,0,Travel_Frequently,1096,Research & Development,6,3,Other,1,1918,3,Male,1,Laboratory Technician,4,Married,2544,3,8,3,3,7
28,0,Travel_Frequently,783,Sales,1,2,Life Sciences,1,1927,3,Male,2,Sales Executive,4,Married,6834,3,7,2,3,7
47,0,Non-Travel,1169,Research & Development,14,4,Technical Degree,1,1934,3,Male,2,Research Scientist,2,Married,5467,3,16,4,4,8
34,0,Travel_Rarely,1239,Sales,13,4,Medical,1,1951,4,Male,3,Sales Executive,3,Divorced,8628,3,9,2,2,8
26,0,Travel_Rarely,157,Research & Development,1,3,Medical,1,1952,3,Male,1,Laboratory Technician,1,Single,2867,3,8,6,2,7
27,0,Travel_Rarely,954,Sales,9,3,Marketing,1,1965,4,Male,2,Sales Executive,4,Single,4105,3,7,5,3,7
31,1,Travel_Frequently,754,Sales,26,4,Marketing,1,1967,1,Male,2,Sales Executive,4,Married,5617,3,10,4,3,10
33,0,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,1,1970,4,Male,2,Healthcare Representative,3,Divorced,5968,4,9,2,3,9
31,0,Non-Travel,697,Research & Development,10,3,Medical,1,1979,3,Female,3,Research Director,3,Married,11031,4,13,2,4,11
35,0,Travel_Rarely,1395,Research & Development,9,4,Medical,1,2008,2,Male,2,Research Scientist,3,Single,5098,3,10,5,3,10
33,0,Travel_Rarely,501,Research & Development,15,2,Medical,1,2009,2,Female,2,Healthcare Representative,4,Married,4878,3,10,6,3,9
39,0,Travel_Rarely,116,Research & Development,24,1,Life Sciences,1,2014,1,Male,2,Research Scientist,4,Single,4108,3,18,2,3,7
36,0,Travel_Rarely,557,Sales,3,3,Medical,1,2024,1,Female,3,Sales Executive,4,Married,7644,3,10,2,3,9
41,0,Travel_Rarely,582,Research & Development,28,4,Life Sciences,1,2034,1,Female,4,Manufacturing Director,2,Married,13570,4,21,3,3,20
34,0,Travel_Rarely,704,Sales,28,3,Marketing,1,2035,4,Female,2,Sales Executive,3,Married,6712,4,8,2,3,8
38,0,Travel_Rarely,345,Sales,10,2,Life Sciences,1,2041,1,Female,2,Sales Executive,4,Married,5343,3,10,1,3,10
39,0,Travel_Rarely,613,Research & Development,6,1,Medical,1,2062,4,Male,3,Healthcare Representative,1,Married,9991,3,9,5,3,7
34,0,Travel_Rarely,419,Research & Development,7,4,Life Sciences,1,28,1,Female,3,Research Director,2,Single,11994,3,13,4,3,12
44,0,Travel_Rarely,477,Research & Development,7,4,Medical,1,36,1,Female,3,Healthcare Representative,4,Married,10248,3,24,4,3,22
46,0,Travel_Frequently,1211,Sales,5,4,Marketing,1,62,1,Male,2,Sales Executive,4,Single,5772,4,14,4,3,9
41,0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,199,4,Male,4,Manager,1,Divorced,17181,3,21,2,2,7
39,0,Travel_Frequently,505,Research & Development,2,4,Technical Degree,1,343,3,Female,3,Healthcare Representative,3,Single,10938,4,20,1,3,19
42,0,Travel_Rarely,269,Research & Development,2,3,Medical,1,351,4,Female,1,Laboratory Technician,1,Divorced,2593,3,10,4,3,9
33,0,Travel_Frequently,553,Research & Development,5,4,Life Sciences,1,428,4,Female,3,Manager,2,Married,11878,3,12,2,3,10
35,0,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,464,3,Male,3,Manufacturing Director,2,Single,8095,3,17,5,3,16
33,1,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,Male,3,Manager,3,Married,13610,3,15,2,4,7
40,0,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,2,Female,4,Manufacturing Director,3,Single,13237,3,22,3,3,20
41,0,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,731,2,Male,5,Manager,4,Divorced,19141,3,23,2,2,21
27,0,Travel_Rarely,975,Research & Development,7,3,Medical,1,764,4,Female,2,Healthcare Representative,1,Single,6811,3,9,2,1,7
52,0,Travel_Rarely,621,Sales,3,4,Marketing,1,776,3,Male,4,Manager,1,Married,16856,3,34,3,4,34
51,0,Travel_Rarely,1318,Sales,26,4,Marketing,1,851,1,Female,4,Manager,3,Married,16307,3,29,2,2,20
47,0,Travel_Rarely,249,Sales,2,2,Marketing,1,903,3,Female,2,Sales Executive,4,Married,4537,4,8,2,3,7
50,0,Non-Travel,881,Research & Development,2,4,Life Sciences,1,905,1,Male,4,Manager,1,Divorced,17924,3,31,3,3,31
35,0,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,942,4,Female,2,Healthcare Representative,4,Married,4014,4,10,2,1,10
39,0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,1026,4,Female,4,Manufacturing Director,4,Married,12742,3,21,3,3,21
39,0,Travel_Frequently,945,Research & Development,22,3,Medical,1,1043,4,Female,3,Manufacturing Director,1,Single,10880,3,21,2,3,21
41,0,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,2,Female,1,Research Scientist,3,Married,3376,3,10,3,3,10
44,1,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,3,Human Resources,1,Married,10482,3,24,1,3,20
42,0,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,4,Male,4,Manager,1,Married,17665,3,23,3,3,22
52,0,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2,Male,3,Healthcare Representative,2,Single,10445,3,18,4,3,8
38,0,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,Male,1,Human Resources,3,Married,2844,3,7,2,4,7
46,0,Travel_Rarely,991,Human Resources,1,2,Life Sciences,1,1314,4,Female,1,Human Resources,1,Single,3423,3,10,3,4,7
35,0,Travel_Frequently,482,Research & Development,4,4,Life Sciences,1,1350,3,Male,2,Research Scientist,3,Single,4249,3,9,3,3,9
28,0,Travel_Rarely,1083,Research & Development,29,1,Life Sciences,1,1514,3,Male,2,Manufacturing Director,2,Married,6549,3,8,2,2,8
44,0,Travel_Rarely,136,Research & Development,28,3,Life Sciences,1,1523,4,Male,4,Research Director,1,Married,16328,3,24,1,4,20
50,0,Travel_Frequently,333,Research & Development,22,5,Medical,1,1539,3,Male,4,Research Director,4,Single,14411,3,32,2,3,32
55,0,Travel_Rarely,685,Sales,26,5,Marketing,1,1578,3,Male,5,Manager,4,Married,19586,4,36,3,3,36
39,0,Travel_Rarely,1462,Sales,6,3,Medical,1,1588,4,Male,3,Sales Executive,3,Married,8237,3,11,3,3,7
49,0,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,3,Female,1,Laboratory Technician,1,Married,3211,3,10,3,2,9
45,0,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,4,Research Director,2,Single,16704,3,21,2,3,21
46,0,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,3,Sales Executive,4,Divorced,10368,3,13,5,2,10
27,0,Travel_Frequently,1131,Research & Development,15,3,Life Sciences,1,1870,4,Female,1,Research Scientist,1,Married,4774,3,8,2,2,7
42,0,Travel_Rarely,300,Research & Development,2,3,Life Sciences,1,2031,1,Male,5,Manager,3,Married,18880,3,24,2,2,22
49,0,Travel_Frequently,1023,Sales,2,3,Medical,1,2065,4,Male,2,Sales Executive,2,Married,5390,3,17,3,2,9
29,0,Travel_Rarely,153,Research & Development,15,2,Life Sciences,1,15,4,Female,2,Laboratory Technician,3,Single,4193,3,10,3,3,9
34,0,Non-Travel,1065,Sales,23,4,Marketing,1,60,2,Male,2,Sales Executive,3,Single,4568,4,10,2,3,9
37,0,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,77,1,Male,2,Manufacturing Director,3,Divorced,5993,3,7,2,4,7
36,0,Travel_Frequently,1195,Research & Development,11,3,Life Sciences,1,85,2,Male,2,Manufacturing Director,2,Single,6499,3,6,3,3,6
45,0,Travel_Rarely,1316,Research & Development,29,3,Medical,1,192,3,Male,1,Research Scientist,4,Single,3452,3,9,2,2,6
29,0,Travel_Rarely,665,Research & Development,15,3,Life Sciences,1,346,3,Male,1,Research Scientist,4,Single,2340,3,6,1,3,6
26,0,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,1,384,3,Female,2,Manufacturing Director,2,Divorced,6397,4,6,6,1,6
28,0,Travel_Rarely,304,Sales,9,4,Life Sciences,1,498,2,Male,2,Sales Executive,4,Single,5253,3,7,1,3,7
42,0,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,Female,2,Healthcare Representative,4,Married,4523,3,7,4,4,6
31,0,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,2,Male,2,Sales Executive,4,Single,6582,3,10,2,4,6
37,0,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,3,Manufacturing Director,4,Single,7491,3,12,3,4,6
37,0,Non-Travel,142,Sales,9,4,Medical,1,626,1,Male,3,Sales Executive,2,Divorced,8834,3,9,6,3,9
37,0,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,Female,2,Manufacturing Director,2,Married,6447,3,8,2,2,6
24,0,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,2,Male,1,Research Scientist,4,Married,2725,3,6,3,3,6
50,0,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,1,Male,5,Manager,2,Married,18200,3,32,2,3,32
34,0,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,2,Male,1,Research Scientist,4,Married,3622,3,6,3,3,6
27,0,Travel_Frequently,1410,Sales,3,1,Medical,1,714,4,Female,2,Sales Executive,4,Divorced,4647,4,6,3,3,6
25,0,Travel_Rarely,883,Sales,26,1,Medical,1,781,3,Female,2,Sales Executive,4,Single,6180,4,6,5,2,6
34,0,Travel_Rarely,304,Sales,2,3,Other,1,786,4,Male,2,Sales Executive,4,Single,6274,4,6,5,3,6
34,0,Travel_Rarely,121,Research & Development,2,4,Medical,1,804,3,Female,1,Research Scientist,1,Single,4381,3,6,3,3,6
35,0,Travel_Rarely,950,Research & Development,7,3,Other,1,845,3,Male,3,Manufacturing Director,3,Single,10221,4,17,3,4,8
35,0,Travel_Rarely,1343,Research & Development,27,1,Medical,1,856,3,Female,1,Research Scientist,1,Single,2559,3,6,3,2,6
33,0,Travel_Frequently,827,Research & Development,1,4,Other,1,998,3,Female,2,Healthcare Representative,2,Married,5488,3,6,2,3,6
29,0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3,Female,1,Research Scientist,4,Divorced,2514,4,11,1,3,7
29,0,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,1,Research Scientist,2,Divorced,3291,3,8,2,2,7
34,0,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,2,Sales Executive,3,Married,5714,4,6,3,2,6
28,0,Travel_Rarely,1179,Research & Development,19,4,Medical,1,1216,4,Male,1,Laboratory Technician,1,Married,3196,3,6,2,3,6
44,0,Travel_Rarely,1117,Research & Development,2,1,Life Sciences,1,1246,1,Female,1,Research Scientist,4,Married,2011,3,10,5,3,10
31,0,Travel_Rarely,1332,Research & Development,11,2,Medical,1,1251,3,Male,2,Healthcare Representative,1,Married,6833,3,6,2,2,6
26,0,Travel_Rarely,583,Research & Development,4,2,Life Sciences,1,1275,3,Male,1,Research Scientist,4,Single,2875,4,8,2,2,8
47,0,Travel_Rarely,465,Research & Development,1,3,Technical Degree,1,1438,1,Male,1,Research Scientist,4,Married,3420,3,17,2,2,6
37,0,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1440,3,Male,1,Laboratory Technician,3,Single,3500,3,7,2,1,6
32,0,Non-Travel,1200,Research & Development,1,4,Technical Degree,1,1574,4,Male,2,Research Scientist,1,Married,4087,3,9,3,2,6
32,0,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,2,Research Scientist,2,Divorced,5470,3,10,4,2,9
33,0,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,2,Sales Executive,4,Divorced,5368,4,7,2,3,6
47,1,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,4,Sales Executive,3,Married,12936,3,25,3,1,23
41,1,Travel_Rarely,1102,Sales,1,2,Life Sciences,1,1,2,Female,2,Sales Executive,4,Single,5993,3,8,0,1,6
35,0,Travel_Rarely,809,Research & Development,16,3,Medical,1,14,1,Male,1,Laboratory Technician,2,Married,2426,3,6,5,3,5
29,0,Travel_Rarely,1328,Research & Development,2,3,Life Sciences,1,94,3,Male,1,Research Scientist,2,Married,2703,4,6,3,3,5
32,0,Travel_Rarely,548,Research & Development,1,3,Life Sciences,1,96,2,Male,2,Research Scientist,2,Married,6220,3,10,3,3,10
35,0,Travel_Rarely,1214,Research & Development,1,3,Medical,1,105,2,Male,1,Research Scientist,3,Single,2859,3,6,3,3,6
56,0,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,1,112,4,Male,3,Manufacturing Director,4,Single,7260,3,37,3,2,6
28,0,Non-Travel,120,Sales,4,3,Medical,1,129,2,Male,2,Sales Executive,3,Married,4221,3,5,3,4,5
25,1,Travel_Rarely,240,Sales,5,3,Marketing,1,142,3,Male,2,Sales Executive,3,Single,5744,3,6,1,3,6
56,1,Travel_Rarely,441,Research & Development,14,4,Life Sciences,1,161,2,Female,1,Research Scientist,2,Married,4963,3,7,2,3,5
26,0,Travel_Rarely,841,Research & Development,6,3,Other,1,164,3,Female,1,Research Scientist,2,Married,2368,3,5,3,2,5
32,1,Travel_Rarely,1033,Research & Development,9,3,Medical,1,190,1,Female,1,Laboratory Technician,1,Single,4200,4,10,2,4,5
30,0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,194,1,Female,1,Research Scientist,3,Single,2632,3,5,4,2,5
50,0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,226,3,Female,5,Manager,2,Single,19926,3,21,5,3,5
32,0,Travel_Rarely,120,Research & Development,6,5,Life Sciences,1,231,3,Male,1,Research Scientist,3,Single,3038,4,8,2,3,5
45,0,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,3,Female,2,Sales Executive,1,Divorced,5006,3,9,3,4,5
43,0,Non-Travel,1344,Research & Development,7,3,Medical,1,262,4,Male,1,Research Scientist,4,Divorced,2089,3,7,3,4,5
29,1,Travel_Rarely,121,Sales,27,3,Marketing,1,283,2,Female,3,Sales Executive,4,Married,7639,4,10,3,2,10
31,0,Non-Travel,979,Research & Development,1,4,Medical,1,308,3,Male,2,Manufacturing Director,3,Married,4345,3,6,2,3,5
33,1,Travel_Rarely,813,Research & Development,14,3,Medical,1,325,3,Male,1,Laboratory Technician,4,Married,2436,3,8,2,1,5
31,1,Travel_Frequently,307,Research & Development,29,2,Medical,1,355,3,Male,1,Laboratory Technician,2,Single,3479,3,6,2,4,5
37,0,Travel_Rarely,228,Sales,6,4,Medical,1,378,3,Male,2,Sales Executive,4,Married,6502,3,7,5,4,5
50,0,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,385,1,Male,5,Research Director,2,Divorced,19144,3,28,4,2,10
42,0,Travel_Frequently,555,Sales,26,3,Marketing,1,404,3,Female,4,Sales Executive,2,Married,13525,3,23,2,4,20
27,0,Travel_Rarely,1377,Sales,2,3,Life Sciences,1,437,4,Male,2,Sales Executive,3,Single,4478,3,5,3,3,5
27,0,Non-Travel,210,Sales,1,1,Marketing,1,449,3,Male,2,Sales Executive,2,Married,6349,3,6,0,3,5
41,0,Travel_Rarely,483,Research & Development,6,3,Medical,1,466,4,Male,2,Manufacturing Director,2,Single,6032,3,8,3,3,5
37,0,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,Female,1,Laboratory Technician,1,Married,3452,4,17,3,3,5
40,1,Travel_Rarely,575,Sales,22,2,Marketing,1,492,3,Male,2,Sales Executive,3,Married,6380,3,8,6,3,6
55,0,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,505,3,Female,4,Manager,4,Single,16659,3,30,2,3,5
26,1,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3,Male,1,Research Scientist,1,Single,3102,4,7,2,3,6
40,0,Travel_Rarely,759,Sales,2,2,Marketing,1,516,4,Female,2,Sales Executive,2,Divorced,5715,3,8,5,3,5
25,0,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2,Female,2,Sales Executive,4,Single,4487,3,5,3,3,5
30,0,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,2,Sales Executive,3,Single,6577,3,6,6,3,5
52,0,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4,Male,3,Manufacturing Director,3,Married,7969,3,28,4,3,5
42,0,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1,Female,2,Research Scientist,3,Divorced,4556,3,19,3,3,5
30,0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,2,Manufacturing Director,4,Single,6091,4,11,2,3,5
35,0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,4,Male,1,Laboratory Technician,3,Single,4230,3,6,2,3,5
31,0,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,3,Male,3,Manager,4,Divorced,11557,4,10,3,2,5
35,0,Travel_Rarely,195,Sales,1,3,Medical,1,620,1,Female,2,Sales Executive,3,Single,4859,3,5,3,3,5
25,0,Travel_Rarely,622,Sales,13,1,Medical,1,645,2,Male,1,Sales Representative,3,Married,2096,3,7,1,3,7
32,0,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,1,Female,2,Research Scientist,4,Married,6322,3,6,2,2,6
47,1,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,2,Female,2,Sales Executive,3,Single,6397,3,8,2,3,5
30,0,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,861,2,Male,1,Research Scientist,4,Divorced,3761,3,10,3,2,5
45,0,Travel_Rarely,930,Sales,9,3,Marketing,1,864,4,Male,3,Sales Executive,1,Divorced,10761,3,18,2,3,5
36,0,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,878,1,Male,1,Human Resources,1,Married,2342,4,6,3,3,5
31,0,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,1,895,4,Male,1,Research Scientist,4,Married,2356,3,8,2,3,6
37,0,Travel_Frequently,1231,Sales,21,2,Medical,1,900,3,Female,1,Sales Representative,4,Married,2973,3,10,3,3,5
39,0,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,909,4,Female,2,Human Resources,4,Married,5204,3,13,2,3,5
42,0,Travel_Rarely,462,Sales,14,2,Medical,1,936,3,Female,2,Sales Executive,3,Single,6244,3,10,6,3,5
30,0,Travel_Rarely,231,Sales,8,2,Other,1,982,3,Male,3,Sales Executive,3,Divorced,7264,3,10,2,4,8
50,0,Travel_Rarely,1126,Research & Development,1,2,Medical,1,997,4,Male,4,Research Director,4,Divorced,17399,4,32,1,2,5
59,0,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,1048,2,Male,3,Manager,4,Married,11904,3,14,1,1,6
54,0,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,1070,3,Female,3,Sales Executive,3,Married,10686,3,13,4,3,9
56,0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1071,1,Female,1,Research Scientist,3,Married,2942,3,18,4,3,5
48,0,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,1,Male,4,Manager,4,Single,16885,4,27,3,2,5
39,0,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3,Male,2,Laboratory Technician,2,Single,6782,3,9,2,2,5
